col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
vqrCM,jQBTZ,xlpyP,34,42,46,43,23.03411226048376,3.9836890666887923,QssUZ,33,13.979590664479108
MUtOE,WlvMO,gXUZo,44,49,40,43,16.863152027650592,10.336710210759428,AgCcS,29,3.394385998282745
hAaiU,aHaHW,JBYqY,22,44,55,48,23.334357383327532,9.98698889006082,MHmgz,30,-6.8853106556215895
rKIPe,OOyPt,UuMKz,48,45,49,45,26.202845807635054,19.062208649882628,tqQvt,40,8.443700232574578
NHXJZ,uJuVn,NPjoI,37,28,46,41,30.624621674150767,14.96753713871651,eXTLx,31,-10.603964493164304
ZZmRU,Zwcwx,HBwFL,33,51,42,45,19.80576015924916,5.859395303317184,UITHW,30,0.9411266152401243
xISUK,LdvJe,NedYf,47,44,53,41,33.43322974131758,12.726722470765965,bdwZW,43,-1.5395390397364848
bMudv,cPYGN,tFMpx,27,40,40,43,18.686131461164806,12.447215835153582,TjJmv,34,-0.5410883032785838
hkmlx,whikE,ucnhm,16,41,43,41,20.263626460128968,6.5323679885143395,zaIbT,39,-6.712544330901071
AofLl,rHRPA,RHhla,43,41,35,47,25.42340210517027,6.598260345063301,ysxjn,33,3.6030912585653097
LMVTJ,bRPsH,wgvQW,21,45,34,41,17.45968366985003,9.128797079189276,iUdDD,35,14.749284814754553
oBuOX,YWvXq,wiAAH,55,50,45,47,35.497998376185045,11.179588813351726,aEBHz,43,0.16982905893512523
SAHLx,JlpWA,QUwKJ,31,46,54,46,32.59726977825676,16.059409561819113,ucyJJ,43,-18.760102056201415
RERHY,SXaqc,JlMJP,34,35,42,40,15.769680637392362,9.547945245382081,DGfob,26,14.219280417439876
MaQHm,WCARu,YydrZ,34,56,49,41,22.22892506656063,6.58938513748786,VbfSS,23,17.27687361836211
dMiYe,Bknmh,ZsdUT,25,41,46,43,33.21902901487284,6.620842698791467,WaFsf,36,3.2793224003630863
JVYHC,ayTvg,AWmEp,15,44,45,46,34.483157392559384,9.793758728625003,EFuyJ,34,9.983241286549923
tpWUb,ZWkey,CEiAG,36,45,38,38,29.797068642352635,10.218734066816047,XMgjJ,38,1.196497115647619
wdEwF,wuasQ,QCeEa,26,51,57,41,29.88215992944447,12.929917032752227,RLYuh,35,-2.096723600443646
hPdSq,ODGaN,nrJeq,44,47,55,45,21.156316798672098,5.198565766914344,pLhwu,28,2.415613282603075
GmmoK,nMIkP,cKeyl,34,53,35,41,22.053639329037587,7.934310912418158,IlvUa,41,15.882128198399544
Ejwys,GovJy,voNNX,24,46,41,41,27.020631627074525,11.522678129011712,CFBKm,40,-2.2621034848171107
jtaxA,lGMye,QDyse,22,48,47,38,20.839198099157645,14.825677590050162,RKabw,38,0.06355717171943542
qnYAB,hqNyf,gxngR,25,51,42,47,32.73156769505023,2.8816947790074394,MqpHc,37,-3.5676025694944986
mHttb,nZswO,WeRRg,31,37,48,43,26.168578110937506,9.105869027559866,XxxVS,24,2.7914347607683503
oJLbZ,GvUbT,SQGVZ,29,43,42,51,19.550739862318366,11.47736398604703,aDbmU,37,5.91126727352254
aUOCf,VuTwu,ghkny,34,36,48,49,25.32496769702945,6.844660012398246,lTyGo,42,3.6874033941456967
GISrL,uJdkY,sXqET,22,45,39,42,17.54497764775094,8.379525758931265,kuEBD,42,-13.241389307815684
ILAfw,haoyP,PnQAC,29,37,37,42,17.22283963184365,12.920421336526791,nYaJE,32,-7.895376101345338
UqJWV,DxoCu,jdUOu,45,32,50,39,22.700016339196992,6.2453183871078615,NpcQO,21,17.930520400320944
fsKux,qavcH,TyBBX,24,50,43,43,13.966543086976767,12.499925921116159,SVaNc,21,19.57743875185817
cIXvh,REoUW,HeMjA,42,39,44,47,9.022096783827438,15.30786801699784,hBtZt,33,14.751394683072728
CcXys,drfOI,TldkN,32,51,50,40,15.175411965130955,4.288648692712513,lwwaC,43,3.032567576151581
EqFRV,uNZEx,dOPBJ,35,38,38,42,18.070980213885175,5.823294274248468,RjvBK,29,-7.54100223321573
Uadoo,RqXfc,nhKlh,36,45,43,44,14.932486449399379,8.05203900704268,oZneJ,26,13.37409499622956
fynwf,grjLy,QReHj,37,35,59,41,22.47905696946177,10.380854412570674,jnuOV,34,16.23866501059289
nFEXF,mbrnd,NyKHL,26,53,40,45,32.14896568327986,8.620619976832103,PftSb,26,5.542161030013858
WhArz,lufGZ,ZBPGg,32,45,38,47,27.846235214587274,7.952820886887765,hoOMw,31,15.04949710972315
KPBnR,fotRr,KPxtY,24,41,39,40,23.08206894200918,11.565865451594789,jrOPj,26,4.357332912168743
dmjlS,mveRk,AqfqG,25,38,47,42,20.390228192031504,4.330188411865813,AOZzl,31,19.650219273978642
mdotK,HBwcG,ooSOM,19,46,53,42,30.366297399574783,2.5103421296211392,PycAa,23,-3.757554366608227
YWmup,Okggw,IxuVv,41,38,43,42,19.55061304642876,10.624790465629612,FDanp,35,-1.0919238923721828
nknTn,VWTCB,gcALO,38,55,46,46,22.603931710213985,10.676737171025055,MaNrY,38,0.8059853948249729
kuZIv,QnbgS,LVPox,28,39,41,40,20.931576140523706,13.676981077773679,MKeiX,31,15.414445720047057
BFbmI,HARvW,aVFxR,17,35,40,43,14.701851441470549,9.094503269103335,wRrlN,27,8.224049957140318
BUEdq,qstqd,AluRR,29,50,40,45,24.411482801662803,6.235205340160547,epgVe,41,-2.5490281831123918
FuCLh,BebOn,jnuLU,30,43,42,42,22.455424496956788,10.37118127142114,JKTXI,33,14.68216303073312
uUYDp,NUGIf,vhogD,21,33,49,41,10.655460221561727,9.550258786143688,ZBPkx,31,6.225923385036306
FBORs,xRjPX,XrWlf,33,42,46,43,12.503786876279163,6.268804962275381,RgbKw,24,-5.06369563891541
UXQvY,oieAD,fmCLI,43,35,40,41,21.341145290758476,3.1599271118829133,rPBeQ,27,2.083782774475194
dygmh,MEAPw,nkcFU,13,34,42,41,25.160255368510654,8.055195627322963,BBetE,32,0.26230010305513396
RetBr,CFlVu,DrqSe,22,34,45,45,7.436945900569256,10.23834414629365,oxnxp,25,7.488726374936104
JpWnJ,ejMVc,CsfYJ,32,33,43,42,11.481091971223217,11.087453473165738,rJogu,33,2.3135611940842953
JGYpV,kpZeJ,tRmso,20,39,49,45,24.40821299048409,13.53834624539326,ZHJgS,31,10.80526822762316
VrFhm,wMMBt,DrTmy,17,45,51,48,35.35032736539106,15.670360317515144,FaJtH,35,-1.270654793923911
YOhEw,ChPfZ,XrZec,37,41,50,44,32.94049984940791,9.803133710298033,ynVBf,40,9.920151360011785
ygZvY,aDTZv,utACf,24,49,44,45,23.849224056313236,6.451061416346795,Edgoz,30,3.1247821145125334
eFORc,CEqkk,EzJGy,33,52,48,39,25.973129093282125,12.262421252572853,SjDaz,31,-13.758718052950918
rDmHT,FgPHo,rgdDr,25,40,40,45,26.32238069373915,9.394247968539807,wvqJG,28,1.3135392832282724
Umelo,EyxXD,CZLgQ,40,40,46,42,17.69441355439944,16.042573974406302,uGCmD,33,2.9442403709379956
xAeLC,MEioW,GKxmw,26,48,36,43,18.610032459334583,13.48033953904145,ifDET,31,6.851865798249145
FUyGG,YJfdC,kAgAk,33,45,39,43,35.17707845145041,14.64814299369975,ADjcE,41,12.598970929329651
AXtZd,EONql,FbfAm,42,49,38,40,17.611755749748802,12.665981614437626,wcQvf,20,8.349637605706988
RZUYG,ifYoQ,hfpzK,34,47,47,42,28.399766090577987,10.668734341193046,BJffc,38,7.171185526671774
KZLGI,hPqBH,Lassd,25,40,36,43,42.33765616019551,7.601026466944365,OZwcl,34,11.212232057323552
iBEiy,cvhgO,aCZJL,21,46,38,41,14.414576615117918,8.483111271239304,Vswfb,23,-3.176896258770264
eYIub,eUOWX,tPcgk,25,23,41,37,16.147809458643472,13.67400915002342,SAggG,41,9.382771639666903
aOkZZ,NFrxb,YRTJM,33,31,45,40,14.62780681955265,13.07012205840871,Uudpd,30,-4.586787278020342
VhPfy,FWiou,RZXly,53,48,39,43,9.90879896515362,10.263112269716709,LatYT,35,15.69758828223669
rkCUk,hLZeN,amEnq,22,42,42,40,23.71810692528411,15.0915086846986,KcEcs,28,-5.183877312366208
XsisO,bHAxv,EfPMV,35,31,38,46,16.04261256219694,7.5224821813453016,aepTT,38,-0.99577990990828
WRtHa,PKKbh,ABogu,28,39,44,43,20.8308322435856,8.463592903602928,TokgT,39,7.6999613447541275
RnESu,zcuZL,dfEVm,29,49,36,39,12.366825137900541,10.295395047397058,OrvRl,26,0.7427765125254182
sXjvY,pWrUB,WzfWl,20,50,49,39,26.73042073505105,13.752348502000912,vQTNE,33,9.08861828923001
pzDJM,OtHsx,yCYao,44,26,41,45,30.261623091558945,3.399759892494516,WeeNA,24,11.341178150568274
VBmxa,CXLdb,FWqkb,36,45,50,41,27.473857906032492,9.660581959155689,yGwVJ,26,-1.1813755198348224
upXuA,rvGHe,ZbEjH,47,56,47,43,18.67877715892873,9.167035801006307,ILVjm,38,5.054793273736099
xKyYp,paSij,axyzf,36,34,48,42,34.38083642384311,5.320712809105388,XgNPU,31,13.743341985169604
xqacy,YlPVM,ElDAh,29,42,43,47,24.959169049536303,5.494872866274038,SMxAF,27,-0.29867705753899454
teBqp,SLoCX,LcNyQ,30,40,49,47,28.138376438561377,10.15956501412994,wCIfq,31,-3.67877441824338
Oopym,VdOVi,lWbGf,29,35,35,43,22.13016539856064,17.61155462855509,sXYww,29,18.22995468325806
YDoIN,gBdho,mdnDV,25,54,40,43,11.203477996760352,14.556306931051104,XyCLR,30,-14.129160387341834
Lkizv,sDhCh,fhOPz,50,45,42,42,18.360925065983544,8.616518590631685,xDbBW,33,1.2380353123015748
GvXaV,xEoCL,NXxAf,38,37,45,39,23.356924036317018,11.250044548922421,TFQls,35,-6.701117125785389
tazxL,gSIAE,HPBfP,24,47,37,43,17.66670931801908,8.278611384816868,aeFah,27,2.7504496453160403
Ehycn,KNskw,ETTgq,29,39,46,42,31.232787379811302,6.691577181755705,hoHUQ,41,1.1759974147561345
XmbUj,ijAhc,wkuzx,32,43,45,50,22.05562690083369,13.879769276086641,DuBKO,43,21.951887279471592
rINoK,wLbCu,wmleb,45,40,49,39,28.745902972980545,12.67702686485602,IpOMw,40,15.234946491695217
FtmUK,PAbAO,iMxuO,45,36,45,46,37.068105314318196,2.363486967646745,HIcyd,20,-4.599370719049574
SDPVe,RsidX,yYeCh,42,34,49,40,15.728048008691573,10.559765818428922,cqomp,39,2.848647607666715
OjyoW,SXkQb,dFjbQ,22,46,51,39,26.878065310499224,14.180116999701884,mPGSK,33,-1.9074598657481623
PrdJo,JNRIp,YnJuX,26,34,50,42,30.568577712518824,11.553251130941286,WqDBo,35,-6.6757967724936105
fExxb,fgHsH,bnmpt,17,53,38,41,17.52801066312662,7.993691801425965,kSMOV,27,-9.4200631764293
EiCIm,YmslP,bNQqY,24,47,45,41,30.32741307050584,7.570288093784258,ldQZh,28,18.856347689645848
cwGVF,zMUhz,SgzEe,31,33,45,42,14.967608303884816,11.563675944271965,ZxfDU,32,-1.9132774239079167
yHQdo,IzNCn,veXov,15,36,40,45,6.471032976617019,12.349986434277834,JbyfU,36,-9.310158803608351
VzyTT,bbuIo,ZzkGk,37,42,47,44,23.241512341437947,5.491891403368761,DlhkZ,27,3.4109622426238397
RHHIq,JEHtL,mYLhd,28,38,43,37,16.552158681823027,10.768227746716496,FmSxV,39,-5.179455891589431
TjTMp,pJopo,lOdqu,18,40,42,43,16.78987312212474,5.136584731662946,rOMlu,39,5.376607453684145
zsSof,FUaVN,pBuer,52,39,40,40,17.665187838814337,5.518885544524319,ZfPET,37,-8.437908534102933
fLkBi,CMvOX,NdhHK,17,49,44,43,7.892478875031806,10.183490405844925,bWfES,32,5.115287768225585
TgmCX,lwqJT,KeGcD,20,35,44,38,15.202213348457615,6.748232978874947,eVDST,25,-6.2383408751894525
zWDyA,mLpcV,OESia,35,46,38,44,34.46247767426005,12.749522307900927,yXfeC,33,-3.8195145079794983
AnoFb,jvoRt,svxSb,13,45,52,46,32.15797348588613,7.770666060224249,SSffD,32,10.497430074776561
JqWsC,XxOGW,FUOIm,26,47,43,39,30.655265213129,8.070866865770224,iqaIS,33,11.651727101064235
vmxsJ,qxpgo,qLGgl,27,48,57,46,25.456481033144215,9.100178142824694,wCzBx,31,13.105439449146596
KXEtU,MvSeO,iKUXu,23,44,43,38,29.36754328831628,10.797778335167672,oHOsT,28,0.22888081441375885
HBPNR,uEEYy,YSUqr,30,38,46,42,26.584508048190408,5.9909418090003115,vAvoO,29,18.91045522903375
ZTToU,mxEUs,Eduzv,55,46,44,44,26.601206840564945,7.982224017623012,cuCXY,27,4.637302657627195
KnPAt,CRkwB,LpzEA,31,57,44,39,17.33848181647635,3.146202654602596,iIYaV,22,1.8091849712225172
eMnkM,JWTDe,HPDnw,41,40,43,49,18.711293997092,11.657257446392828,VcRjn,32,1.268001328757724
UnDoe,EscbV,exvWJ,35,44,44,43,9.767238008198227,6.9629342333585384,Eolnl,45,-7.152445058897641
tndPQ,uUxXw,mzyvV,36,38,44,39,23.407789485167513,10.860374284870508,Fhike,27,13.722842063797318
GhxRy,gavAB,KStyM,48,48,48,41,23.851692712144693,11.41310698621669,IBlrw,27,-8.407661554674316
vYYRr,VQTuo,AgwII,39,43,43,41,11.01225114131028,8.34060624387772,iqlvZ,36,11.169116767496835
EjiMr,psbBT,AJXPa,26,49,45,37,14.266304291019635,10.64228390653575,vdTei,31,-3.449257332033042
IKuDa,vvdue,fadEE,41,50,44,47,18.755999671303325,3.803282069098194,CAjZB,18,9.980518325478322
mZthC,kaQwU,orNKY,39,36,45,41,13.590567899359302,4.421921133684351,OEhCu,37,-10.702977970247042
YURXf,hCJNv,eIIbZ,12,49,44,41,14.598144513448652,9.845091750512012,vYtoU,26,8.646397695956503
OiLCS,iVDAO,YmSsL,36,29,46,44,25.918669789648348,3.82008403321493,hglYG,46,2.7008561554604786
CwmgC,JhYVW,YsdCx,50,35,44,42,24.140205416314082,12.287252628725742,YYLnG,34,10.731129368357504
FaTXU,ICAXC,MysMd,32,40,33,46,17.71885755898694,10.418992408968586,kteFw,44,9.956765763781469
KEzoR,iBcmb,QDCPe,25,52,41,41,15.991472458829865,15.16736615982325,dqCEz,40,16.84449599817067
ptGsU,GRKRF,fJkdP,35,34,40,46,17.835758203813153,11.829305714552385,svGOc,32,3.109546106696424
rjdPu,gsCqG,BQqxb,28,46,44,44,18.865744682877335,7.4398896538989305,zyylM,40,5.777520147714171
vNIPP,eobWI,HTiZB,26,50,46,43,26.56414534458017,7.879232550595429,jynxk,35,2.6621331646826265
BaWwx,MFfwy,VzLxB,15,49,50,44,17.187155846376275,10.322806447769175,NWWsi,27,-2.305732605300606
auqYv,uXMdK,XvCXN,36,45,39,38,28.02830170431475,9.77684247511379,zApLD,51,7.909717131592984
vYckv,vcARd,dBMRl,31,41,49,45,20.83773924897664,10.076257294027059,tZtul,40,-2.610673710677638
FoPoC,xnhXi,MjAhE,27,43,47,40,26.85873299645413,12.130489482487018,SCEYo,37,5.910063547764335
bvLss,hYQlt,sMlJx,42,42,45,48,22.83433286193563,7.624034299536758,hnMGf,29,0.4919611021239736
SUkyD,tKmit,PGMGH,22,44,37,46,31.98451438793721,11.02875029174479,GOHQE,32,12.522116267454612
IwAAa,Natqg,xCimr,33,46,46,46,22.20558733284998,11.844299659774848,ZJuDv,31,17.361276790575673
PqQVg,OUkHK,BmDbd,16,45,41,43,33.776419386608254,11.92654317551055,lQojH,37,4.619474099500369
WkwCA,gtldd,jmhKD,38,38,31,43,11.334303960363973,14.860826782951817,iWiWi,33,-14.37942034262409
QljwF,reEkR,DRSZF,29,52,49,44,32.23300332536017,-0.07127500001761078,pNIUR,44,-7.78376573392268
ZdBql,htJxG,Kuava,27,39,43,40,15.266526836713336,7.322487531821237,OyIRv,27,-4.939692893721048
PSpNb,LAKYH,hJvbP,32,44,46,47,23.51470174383789,12.891787471783179,rwBIL,52,1.4909718397698746
fAKeG,mvlMu,SGgAH,39,32,45,39,28.386015654128208,5.846282627077812,xroue,35,0.13692095175704289
kSuAI,dGXVT,SYsxJ,29,43,46,44,11.646113893301074,7.004545274211297,bOFxz,23,-4.7268849046816115
VdBQt,iNNkj,wkSak,26,37,45,40,14.519817217028447,10.47901707964229,Xsldy,27,17.578138408394093
JNlVU,BEydt,Ntljj,16,50,41,42,17.469680861870025,12.961855796159616,MORkQ,37,-3.352762740952704
UvBFU,GYYxU,Bayhv,40,44,42,41,26.219798151429686,11.41533959155846,PPNQY,30,-5.626450607955302
mGdbO,yiHKe,hrxCG,33,52,42,43,21.24723813300837,6.650318351772004,WSmRn,18,11.83572663938072
KSSvN,OzgyD,IheKM,39,41,45,42,17.798602544891402,12.007514747356169,carAW,34,3.395687909393485
FYJIi,PipmS,CvvtF,24,32,54,44,35.03725445227415,4.719327341949482,BckGr,38,-4.064353334583574
GWFAC,Eyntq,CGglW,50,52,44,42,27.498839688974144,6.887178695261932,OjxEh,40,2.1363320997422734
vvEHe,iouvY,fdQaq,46,32,32,37,27.276413256556367,5.4288894092525055,DbSWb,23,-1.9734467885910663
EWdEG,EPyPo,duXRg,42,45,54,43,12.55084321952622,8.810133408874323,PZWnQ,32,12.167169789612576
MjszU,Clsul,cQwUR,21,53,55,43,35.90839879937452,8.941910589777011,aXJtB,32,-7.128957466718219
wuMQX,eIiJC,IfIBO,15,45,42,36,23.82879605509431,12.922500471825533,rGYSm,32,3.0139887087238217
ZhgMU,CirjU,OWdHN,35,43,45,38,28.901553019631102,7.904477888188998,nBBwI,27,0.44460171614978616
tVcSa,JwFPP,ZYDpQ,37,45,45,42,28.319558717885254,7.714354772623031,zEVTv,25,-2.570038740540185
fCUok,RjvXl,mMiej,22,39,43,41,32.06193325534458,11.033288584380436,sgXrn,30,-4.27283105037599
wKuKj,TZKIh,FCzZF,10,42,54,49,20.547753866626724,14.604259187366576,iNwhe,35,-9.534431624510471
spIKk,uSria,AgleW,21,40,47,46,22.24560099477244,13.154018737816504,UNYVb,35,2.2302375313876603
NfHPU,HJkAG,eNvZw,43,31,55,42,27.620414088379263,15.495936651292977,GMwTD,34,2.2601133541144978
WmwuB,swKPh,uqRiR,40,34,38,41,21.628134442178307,6.6130997527197595,ikQQn,34,6.950671005741691
meTfJ,QgYEO,mBwQV,34,45,43,41,32.75159686445428,5.518543338006559,cRnwM,41,11.41263673986106
vpOBX,zFFgn,ATMke,30,34,40,47,5.720504978766062,17.957566851212505,GoPES,29,12.378126726951912
gkeFj,mMCFG,dezov,23,35,46,45,13.66034596315777,5.742889420073668,SognO,39,-0.7658582853556775
naCxQ,JUjgG,cKSLx,21,44,52,42,19.853047850006206,10.847536619181291,sANpI,34,8.430561612544725
UiIMV,BhUMO,CcIDS,39,39,41,46,13.599028075103726,7.500027673028265,jjToD,23,6.275257013960886
NkrfE,ZjKPO,hRHKj,50,44,53,46,18.734332507674804,11.487838457370213,oFMNq,25,7.60137859835711
DNkjn,XyVMN,YjGhF,31,45,49,43,24.865582951871005,13.317703731848535,mfgDs,28,3.6557552624541927
xZWJJ,soqBc,KxFCF,33,48,47,43,14.840805626202027,9.592685521438458,pZcXa,32,-3.431795375376714
TnrAM,KrkwK,CxnHH,29,47,46,38,22.62879798227013,13.339784029814496,DOoKx,21,3.779044662628524
CXOmj,vAIhg,mipdR,15,52,49,37,27.00336756686919,13.773303385394309,dJOnr,25,11.688814458688821
mbAJi,dJLYM,OTIiB,18,50,39,43,18.410995388581785,14.889468630912035,AfPzF,22,7.870703526261819
pabEU,gGKtb,LLwWp,23,46,43,45,21.045716445529088,6.414164394849076,LLzzY,41,6.608540321445583
wDtFO,hHvST,AdJBf,17,52,43,39,14.271296780655991,3.734085237127438,Xomex,33,16.20057890482783
NkxSJ,MwUOA,ruRqN,22,37,53,41,20.838607543418902,12.625075163754289,CZfjS,26,11.933942814573577
wAKYz,xfLsm,utRhq,27,39,51,37,21.418622525079442,6.223837251161587,pqwgZ,38,-3.8738409067321857
jlQzs,EiIrZ,CRVGG,38,45,44,42,37.935645828321654,10.740739306693419,IFxdJ,40,13.264741115550034
TBZII,KEKpX,QqHyf,31,46,44,38,26.078533085698673,6.671522931439199,wjvnM,36,10.461306450366646
jbNYc,ZmpxH,HhLaZ,22,37,58,38,19.636357725332132,18.921028004344237,DoQMH,22,18.493242987350236
LDuaz,UiozG,tYsKD,36,43,45,48,25.57552189524912,8.27246013289028,NWBFB,46,25.35271494763716
BdTIr,lLIRs,CkYnr,18,49,43,41,14.500593357707958,7.0645213945182315,tGBJU,30,4.894751712971662
JTPcf,pwLky,rXFie,21,44,46,43,27.02545542350781,6.3386477644354935,RkzFa,30,-6.9261674008036
fhRrK,VYMJC,yXaQg,12,33,41,45,22.414893032242958,9.075021365734262,cJPko,32,-2.356448630584561
uRkKh,eLrKe,MApVG,26,37,42,44,27.276146488281796,0.343437733727761,nvWrm,33,29.561613284310617
iQVxa,glBdY,vvHAd,31,43,43,37,27.324542289562345,7.666063444355247,aPAbh,35,5.50232313466615
vylaT,VURHs,SUEMY,19,45,45,43,0.5412801546454276,7.630924187629224,KodOI,30,6.207974762472422
nakwG,gElGC,jfsOi,39,43,40,39,13.04645413172973,6.420059069392604,PdJyW,26,7.364195820225168
AbZxp,FQzEH,Djjbc,25,53,53,48,16.333840619315726,7.099161887544996,mucTW,34,3.867518972791154
hCmQe,CbSUT,BEagU,30,41,50,39,24.372795901874213,5.896376717468785,hnGHX,37,14.544470082132952
QVXWh,lRObP,oPyVc,26,38,51,46,23.42738349087327,9.44858468100059,QPezE,29,2.8560311980327606
KlmHn,FhSqc,GGOAG,35,43,44,44,12.958184234639237,10.320886557727718,HZfqq,29,16.46557898614848
jAWgg,Qkbny,XpIlw,32,39,44,41,14.639220852423419,8.201697101478768,yLwor,21,2.6471326266236477
alxUu,ymnLQ,RoaMk,30,47,48,47,15.053095674098074,9.969339115227081,xkYaY,35,8.083945539231573
GOuTG,VefiP,XfTyS,31,42,39,42,33.736361161926965,13.814468160788971,SksLQ,35,7.076611726826915
ggeIE,NJlLm,VnWhy,37,47,43,40,20.20640286441504,8.956052674969007,mzNUs,36,12.948926077759168
eFHMy,ePkFW,xXdCM,38,44,41,41,17.535724430855637,11.367742366807253,ILnTJ,27,-4.961293475371306
oeWZa,PgHve,CXFKY,41,53,51,41,36.297556752389646,9.755735983460054,cwKNA,32,-8.953879101380545
BIYwo,BNLdu,WOoXl,30,38,46,43,16.99147883427062,12.619717341761952,yysNy,33,18.340200258560213
bQpSC,HYwnv,iiYCI,32,43,45,41,21.89933059190865,12.136681389937108,ujYzT,29,-2.015724326510554
QYYel,RIVQd,MWZeP,28,42,47,43,14.363258417455869,8.796891031442241,FnMhL,34,2.685510527457441
hpRKf,nXczz,GemDd,49,41,53,43,25.729471717208817,9.7434132700518,jgWoe,22,7.323131056910712
SjGjR,DOpkO,tCUtQ,39,35,49,41,25.11970627085538,9.263489897198554,enwXm,33,-12.255345772069216
jKJzy,XZWeg,VRpTW,19,48,38,35,28.05408075439964,6.730584188707421,GAQiZ,29,23.39953030228606
iytDc,wpiJs,lQfwi,16,33,45,41,19.6541073980876,7.943744663858514,FrpXY,27,3.453324515451148
aWxTS,xeDgX,JNzOE,24,37,49,48,17.45453516954817,10.81327505523773,XEbfZ,39,5.349737071076234
bAYwH,hcocg,IeFpx,27,48,43,38,24.528265608226093,9.659875812031576,VdfAY,30,-20.395666086971115
nUacB,QurUB,AyrdZ,43,44,46,44,26.628268588651622,10.696234211774113,HEHKp,41,19.770798177886583
ttUjf,zzpLQ,IiIBF,23,42,43,40,17.980912334779216,9.523528621470994,hDSQF,31,7.0016236075584874
azEFp,CGAsF,apiiL,19,55,50,41,17.338386235819502,14.579339624594553,AAoeK,28,3.200758480999017
MkbMZ,sjgJp,xYOJc,33,47,46,41,17.534108489279866,13.336738943078522,KXAMJ,27,-2.7846596710353264
cKmhL,olJZx,ZXIjd,26,46,41,40,14.394048249891725,8.607938331959653,bVdgy,28,-17.554917391747296
FhFey,TEJfS,wKWnY,25,42,54,41,17.75411156576572,17.055593747355985,PvOPB,33,-4.776683435434949
vEKGR,HiTMS,qJbNi,40,45,48,42,30.892377855006387,11.952189852466738,VmzJR,27,-5.7070647699748065
ktxXG,qwqSv,frAOb,36,43,38,39,15.049090749920257,5.364901984860367,GYWPb,33,10.316881478824534
fFARD,Dducg,EFnjR,24,38,46,42,27.549379881268003,8.75033414706672,SqyWo,38,-10.402354934857328
HzwmG,Chbcr,GfIna,32,48,37,39,30.45644774345349,11.257339836298199,jktkj,28,7.868391687938043
yFMAx,fmIjc,JLFnt,22,51,41,38,12.668694608299955,5.374832991968331,UKlTR,36,5.6625256172065965
BsPwc,cfsmN,ljFJT,16,39,47,45,15.110513378753634,7.472742632499929,ISmBB,35,4.928972513307926
BXfGq,OYMRL,gSRHh,29,47,45,36,25.973174093421292,5.503764739715651,qVSCb,32,-1.1885084330370628
Zrapf,GlPpR,vBwuT,36,32,57,45,24.52989358600904,11.60272071204404,yjPdn,38,-0.7597587826558101
WujRp,ycjiP,njsaG,31,39,47,41,18.074543139978037,13.468909686495003,csdUP,29,17.77873917559741
pekak,gIbXd,LkUHF,36,52,41,39,28.41776202076128,8.130318432120411,HHrWx,34,6.708176220648486
TwNsq,jeRYD,ZETpK,39,45,47,43,28.46130231451773,5.647773105201151,GHiDh,40,5.662475325764261
aGapN,tlIPo,otWcN,47,41,47,42,28.77802565280156,3.713428895867353,EiUan,27,16.789645789611047
wbMry,ySRHW,EgRKE,31,57,53,43,26.881161863399665,7.434947272233079,iLWxE,39,8.008665746734234
fPkav,VpetB,GrmTC,34,47,38,41,30.60341553611893,3.4413329570933158,TZtCB,36,-3.4232231457794553
AixjL,YsRvp,BoRLH,16,45,43,44,20.469531256409052,13.259973572650779,EmZbD,32,6.738352858655958
nNRym,tRKWp,eYcxb,47,41,49,42,16.38334370755755,6.269299234080669,lslqz,30,-6.109186105064257
befNK,xdyDb,HNwFb,22,44,38,41,17.157824707757214,3.3914276751650245,igODz,30,5.828848467860471
ChbJJ,yZyYo,uzUSw,29,45,45,40,24.160569799809803,9.132642833124017,JDnjo,33,8.878317981864939
WtHZC,zuVPj,pEXDL,26,48,51,46,23.897755352600978,9.366759802855759,AngpW,26,5.783353821385695
rNzrA,fVNFr,GhUjl,20,31,40,45,20.469088875280654,4.291192917007595,VLosJ,22,16.6656181260635
JfKTw,gqcYp,uaKac,28,36,44,42,28.59636912601525,11.704059029879634,AoMoF,26,25.396571279890647
SccgS,EkpGb,zVDxn,14,45,49,40,22.96275104565497,8.964377465830545,NWELS,29,20.193646392030075
VDyfs,lQZjU,ULxGL,43,41,50,40,15.63551922659153,6.299769594558462,Vfexy,38,10.299344961817773
mNHzx,DbzWU,SjGjh,32,42,40,47,11.492989790843856,7.075749641628752,tTqZM,30,-0.819828011860456
gWhin,Jrlim,OBEED,26,42,48,43,11.386829589413416,5.8002195622777135,lskDf,30,-2.627569822509056
plxpV,lqveV,LOZrK,25,35,43,43,20.90900576324783,6.104043085542061,LchLP,38,-1.6793392238078502
CUhzs,YaxSE,Degmg,50,47,40,48,7.915037045965594,3.01045493033788,lqPHk,30,-7.187046814096165
kQdOM,hXahj,yJhel,38,43,41,46,8.26634989711244,5.491145613885963,zmYWM,31,-7.4962825072874875
WyRxm,uifSw,wXzzI,25,53,46,45,22.589850072358068,9.618533109723217,VqUPp,39,20.533448436619455
WwWxb,HkELA,wgIfs,37,48,41,48,20.059795750303593,17.433751226064054,hFEOu,30,8.926480886090115
qGmVH,pNrwb,wVdtC,27,47,40,38,19.96418150802497,9.422305904004423,UvQOh,28,12.517887369129802
IFzBU,maYco,XfWlM,36,41,46,35,25.64339880935876,6.209364903898729,dwHjl,31,3.5209294765079906
